Row No.,Passenger Class,Name,Sex,Age,No of Sibilings or Spouses on Board,No of Partners or Childern on Board,Ticket Number,Passenger Fare,Cabin,Port of Embarkation,Life Boat,Survived
1029,Third,"Moran, Miss. Bertha",Female,?,1,0,371110,24.15,?,Queenstown,16,Yes
1030,Third,"Moran, Mr. Daniel J",Male,?,1,0,371110,24.15,?,Queenstown,?,No
1031,Third,"Moran, Mr. James",Male,?,0,0,330877,8.4583,?,Queenstown,?,No
1032,Third,"Morley, Mr. William",Male,34,0,0,364506,8.05,?,Southampton,?,No
1033,Third,"Morrow, Mr. Thomas Rowan",Male,?,0,0,372622,7.75,?,Queenstown,?,No
1034,Third,"Moss, Mr. Albert Johan",Male,?,0,0,312991,7.775,?,Southampton,B,Yes
1035,Third,"Moubarek, Master. Gerios",Male,?,1,1,2661,15.2458,?,Cherbourg,C,Yes
1036,Third,"Moubarek, Master. Halim Gonios (""William George"")",Male,?,1,1,2661,15.2458,?,Cherbourg,C,Yes
1037,Third,"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",Female,?,0,2,2661,15.2458,?,Cherbourg,C,Yes
1038,Third,"Moussa, Mrs. (Mantoura Boulos)",Female,?,0,0,2626,7.2292,?,Cherbourg,?,Yes
1039,Third,"Moutal, Mr. Rahamin Haim",Male,?,0,0,374746,8.05,?,Southampton,?,No
1040,Third,"Mullens, Miss. Katherine ""Katie""",Female,?,0,0,35852,7.7333,?,Queenstown,16,Yes
1041,Third,"Mulvihill, Miss. Bertha E",Female,24,0,0,382653,7.75,?,Queenstown,15,Yes
1042,Third,"Murdlin, Mr. Joseph",Male,?,0,0,A./5. 3235,8.05,?,Southampton,?,No
1043,Third,"Murphy, Miss. Katherine ""Kate""",Female,?,1,0,367230,15.5,?,Queenstown,16,Yes
1044,Third,"Murphy, Miss. Margaret Jane",Female,?,1,0,367230,15.5,?,Queenstown,16,Yes
1045,Third,"Murphy, Miss. Nora",Female,?,0,0,36568,15.5,?,Queenstown,16,Yes
1046,Third,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",Male,18,0,0,347078,7.75,?,Southampton,?,No
1047,Third,"Naidenoff, Mr. Penko",Male,22,0,0,349206,7.8958,?,Southampton,?,No
1048,Third,"Najib, Miss. Adele Kiamie ""Jane""",Female,15,0,0,2667,7.225,?,Cherbourg,C,Yes
1049,Third,"Nakid, Miss. Maria (""Mary"")",Female,1,0,2,2653,15.7417,?,Cherbourg,C,Yes
1050,Third,"Nakid, Mr. Sahid",Male,20,1,1,2653,15.7417,?,Cherbourg,C,Yes
1051,Third,"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",Female,19,1,1,2653,15.7417,?,Cherbourg,C,Yes
1052,Third,"Nancarrow, Mr. William Henry",Male,33,0,0,A./5. 3338,8.05,?,Southampton,?,No
1053,Third,"Nankoff, Mr. Minko",Male,?,0,0,349218,7.8958,?,Southampton,?,No
1054,Third,"Nasr, Mr. Mustafa",Male,?,0,0,2652,7.2292,?,Cherbourg,?,No
1055,Third,"Naughton, Miss. Hannah",Female,?,0,0,365237,7.75,?,Queenstown,?,No
1056,Third,"Nenkoff, Mr. Christo",Male,?,0,0,349234,7.8958,?,Southampton,?,No
1057,Third,"Nicola-Yarred, Master. Elias",Male,12,1,0,2651,11.2417,?,Cherbourg,C,Yes
1058,Third,"Nicola-Yarred, Miss. Jamila",Female,14,1,0,2651,11.2417,?,Cherbourg,C,Yes
1059,Third,"Nieminen, Miss. Manta Josefina",Female,29,0,0,3101297,7.925,?,Southampton,?,No
1060,Third,"Niklasson, Mr. Samuel",Male,28,0,0,363611,8.05,?,Southampton,?,No
1061,Third,"Nilsson, Miss. Berta Olivia",Female,18,0,0,347066,7.775,?,Southampton,D,Yes
1062,Third,"Nilsson, Miss. Helmina Josefina",Female,26,0,0,347470,7.8542,?,Southampton,13,Yes
1063,Third,"Nilsson, Mr. August Ferdinand",Male,21,0,0,350410,7.8542,?,Southampton,?,No
1064,Third,"Nirva, Mr. Iisakki Antino Aijo",Male,41,0,0,SOTON/O2 3101272,7.125,?,Southampton,?,No
1065,Third,"Niskanen, Mr. Juha",Male,39,0,0,STON/O 2. 3101289,7.925,?,Southampton,9,Yes
1066,Third,"Nosworthy, Mr. Richard Cater",Male,21,0,0,A/4. 39886,7.8,?,Southampton,?,No
1067,Third,"Novel, Mr. Mansouer",Male,28.5,0,0,2697,7.2292,?,Cherbourg,?,No
1068,Third,"Nysten, Miss. Anna Sofia",Female,22,0,0,347081,7.75,?,Southampton,13,Yes
1069,Third,"Nysveen, Mr. Johan Hansen",Male,61,0,0,345364,6.2375,?,Southampton,?,No
1070,Third,"O'Brien, Mr. Thomas",Male,?,1,0,370365,15.5,?,Queenstown,?,No
1071,Third,"O'Brien, Mr. Timothy",Male,?,0,0,330979,7.8292,?,Queenstown,?,No
1072,Third,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",Female,?,1,0,370365,15.5,?,Queenstown,?,Yes
1073,Third,"O'Connell, Mr. Patrick D",Male,?,0,0,334912,7.7333,?,Queenstown,?,No
1074,Third,"O'Connor, Mr. Maurice",Male,?,0,0,371060,7.75,?,Queenstown,?,No
1075,Third,"O'Connor, Mr. Patrick",Male,?,0,0,366713,7.75,?,Queenstown,?,No
1076,Third,"Odahl, Mr. Nils Martin",Male,23,0,0,7267,9.225,?,Southampton,?,No
1077,Third,"O'Donoghue, Ms. Bridget",Female,?,0,0,364856,7.75,?,Queenstown,?,No
1078,Third,"O'Driscoll, Miss. Bridget",Female,?,0,0,14311,7.75,?,Queenstown,D,Yes
1079,Third,"O'Dwyer, Miss. Ellen ""Nellie""",Female,?,0,0,330959,7.8792,?,Queenstown,?,Yes
1080,Third,"Ohman, Miss. Velin",Female,22,0,0,347085,7.775,?,Southampton,C,Yes
1081,Third,"O'Keefe, Mr. Patrick",Male,?,0,0,368402,7.75,?,Queenstown,B,Yes
1082,Third,"O'Leary, Miss. Hanora ""Norah""",Female,?,0,0,330919,7.8292,?,Queenstown,13,Yes
1083,Third,"Olsen, Master. Artur Karl",Male,9,0,1,C 17368,3.1708,?,Southampton,13,Yes
1084,Third,"Olsen, Mr. Henry Margido",Male,28,0,0,C 4001,22.525,?,Southampton,?,No
1085,Third,"Olsen, Mr. Karl Siegwart Andreas",Male,42,0,1,4579,8.4042,?,Southampton,?,No
1086,Third,"Olsen, Mr. Ole Martin",Male,?,0,0,Fa 265302,7.3125,?,Southampton,?,No
1087,Third,"Olsson, Miss. Elina",Female,31,0,0,350407,7.8542,?,Southampton,?,No
1088,Third,"Olsson, Mr. Nils Johan Goransson",Male,28,0,0,347464,7.8542,?,Southampton,?,No
1089,Third,"Olsson, Mr. Oscar Wilhelm",Male,32,0,0,347079,7.775,?,Southampton,A,Yes
1090,Third,"Olsvigen, Mr. Thor Anderson",Male,20,0,0,6563,9.225,?,Southampton,?,No
1091,Third,"Oreskovic, Miss. Jelka",Female,23,0,0,315085,8.6625,?,Southampton,?,No
1092,Third,"Oreskovic, Miss. Marija",Female,20,0,0,315096,8.6625,?,Southampton,?,No
1093,Third,"Oreskovic, Mr. Luka",Male,20,0,0,315094,8.6625,?,Southampton,?,No
1094,Third,"Osen, Mr. Olaf Elon",Male,16,0,0,7534,9.2167,?,Southampton,?,No
1095,Third,"Osman, Mrs. Mara",Female,31,0,0,349244,8.6833,?,Southampton,?,Yes
1096,Third,"O'Sullivan, Miss. Bridget Mary",Female,?,0,0,330909,7.6292,?,Queenstown,?,No
1097,Third,"Palsson, Master. Gosta Leonard",Male,2,3,1,349909,21.075,?,Southampton,?,No
1098,Third,"Palsson, Master. Paul Folke",Male,6,3,1,349909,21.075,?,Southampton,?,No
1099,Third,"Palsson, Miss. Stina Viola",Female,3,3,1,349909,21.075,?,Southampton,?,No
1100,Third,"Palsson, Miss. Torborg Danira",Female,8,3,1,349909,21.075,?,Southampton,?,No
1101,Third,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",Female,29,0,4,349909,21.075,?,Southampton,?,No
1102,Third,"Panula, Master. Eino Viljami",Male,1,4,1,3101295,39.6875,?,Southampton,?,No
1103,Third,"Panula, Master. Juha Niilo",Male,7,4,1,3101295,39.6875,?,Southampton,?,No
1104,Third,"Panula, Master. Urho Abraham",Male,2,4,1,3101295,39.6875,?,Southampton,?,No
1105,Third,"Panula, Mr. Ernesti Arvid",Male,16,4,1,3101295,39.6875,?,Southampton,?,No
1106,Third,"Panula, Mr. Jaako Arnold",Male,14,4,1,3101295,39.6875,?,Southampton,?,No
1107,Third,"Panula, Mrs. Juha (Maria Emilia Ojala)",Female,41,0,5,3101295,39.6875,?,Southampton,?,No
1108,Third,"Pasic, Mr. Jakob",Male,21,0,0,315097,8.6625,?,Southampton,?,No
1109,Third,"Patchett, Mr. George",Male,19,0,0,358585,14.5,?,Southampton,?,No
1110,Third,"Paulner, Mr. Uscher",Male,?,0,0,3411,8.7125,?,Cherbourg,?,No
1111,Third,"Pavlovic, Mr. Stefo",Male,32,0,0,349242,7.8958,?,Southampton,?,No
1112,Third,"Peacock, Master. Alfred Edward",Male,0.75,1,1,SOTON/O.Q. 3101315,13.775,?,Southampton,?,No
1113,Third,"Peacock, Miss. Treasteall",Female,3,1,1,SOTON/O.Q. 3101315,13.775,?,Southampton,?,No
1114,Third,"Peacock, Mrs. Benjamin (Edith Nile)",Female,26,0,2,SOTON/O.Q. 3101315,13.775,?,Southampton,?,No
1115,Third,"Pearce, Mr. Ernest",Male,?,0,0,343271,7,?,Southampton,?,No
1116,Third,"Pedersen, Mr. Olaf",Male,?,0,0,345498,7.775,?,Southampton,?,No
1117,Third,"Peduzzi, Mr. Joseph",Male,?,0,0,A/5 2817,8.05,?,Southampton,?,No
1118,Third,"Pekoniemi, Mr. Edvard",Male,21,0,0,STON/O 2. 3101294,7.925,?,Southampton,?,No
1119,Third,"Peltomaki, Mr. Nikolai Johannes",Male,25,0,0,STON/O 2. 3101291,7.925,?,Southampton,?,No
1120,Third,"Perkin, Mr. John Henry",Male,22,0,0,A/5 21174,7.25,?,Southampton,?,No
1121,Third,"Persson, Mr. Ernst Ulrik",Male,25,1,0,347083,7.775,?,Southampton,15,Yes
1122,Third,"Peter, Master. Michael J",Male,?,1,1,2668,22.3583,?,Cherbourg,C,Yes
1123,Third,"Peter, Miss. Anna",Female,?,1,1,2668,22.3583,F E69,Cherbourg,D,Yes
1124,Third,"Peter, Mrs. Catherine (Catherine Rizk)",Female,?,0,2,2668,22.3583,?,Cherbourg,D,Yes
1125,Third,"Peters, Miss. Katie",Female,?,0,0,330935,8.1375,?,Queenstown,?,No
1126,Third,"Petersen, Mr. Marius",Male,24,0,0,342441,8.05,?,Southampton,?,No
1127,Third,"Petranec, Miss. Matilda",Female,28,0,0,349245,7.8958,?,Southampton,?,No
1128,Third,"Petroff, Mr. Nedelio",Male,19,0,0,349212,7.8958,?,Southampton,?,No
1129,Third,"Petroff, Mr. Pastcho (""Pentcho"")",Male,?,0,0,349215,7.8958,?,Southampton,?,No
1130,Third,"Petterson, Mr. Johan Emil",Male,25,1,0,347076,7.775,?,Southampton,?,No
1131,Third,"Pettersson, Miss. Ellen Natalia",Female,18,0,0,347087,7.775,?,Southampton,?,No
1132,Third,"Pickard, Mr. Berk (Berk Trembisky)",Male,32,0,0,SOTON/O.Q. 392078,8.05,E10,Southampton,9,Yes
1133,Third,"Plotcharsky, Mr. Vasil",Male,?,0,0,349227,7.8958,?,Southampton,?,No
1134,Third,"Pokrnic, Mr. Mate",Male,17,0,0,315095,8.6625,?,Southampton,?,No
1135,Third,"Pokrnic, Mr. Tome",Male,24,0,0,315092,8.6625,?,Southampton,?,No
1136,Third,"Radeff, Mr. Alexander",Male,?,0,0,349223,7.8958,?,Southampton,?,No
1137,Third,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",Female,?,0,0,65305,8.1125,?,Southampton,?,No
1138,Third,"Razi, Mr. Raihed",Male,?,0,0,2629,7.2292,?,Cherbourg,?,No
1139,Third,"Reed, Mr. James George",Male,?,0,0,362316,7.25,?,Southampton,?,No
1140,Third,"Rekic, Mr. Tido",Male,38,0,0,349249,7.8958,?,Southampton,?,No
1141,Third,"Reynolds, Mr. Harold J",Male,21,0,0,342684,8.05,?,Southampton,?,No
1142,Third,"Rice, Master. Albert",Male,10,4,1,382652,29.125,?,Queenstown,?,No
1143,Third,"Rice, Master. Arthur",Male,4,4,1,382652,29.125,?,Queenstown,?,No
1144,Third,"Rice, Master. Eric",Male,7,4,1,382652,29.125,?,Queenstown,?,No
1145,Third,"Rice, Master. Eugene",Male,2,4,1,382652,29.125,?,Queenstown,?,No
1146,Third,"Rice, Master. George Hugh",Male,8,4,1,382652,29.125,?,Queenstown,?,No
1147,Third,"Rice, Mrs. William (Margaret Norton)",Female,39,0,5,382652,29.125,?,Queenstown,?,No
1148,Third,"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",Female,22,0,0,3101295,39.6875,?,Southampton,?,No
1149,Third,"Rintamaki, Mr. Matti",Male,35,0,0,STON/O 2. 3101273,7.125,?,Southampton,?,No
1150,Third,"Riordan, Miss. Johanna ""Hannah""",Female,?,0,0,334915,7.7208,?,Queenstown,13,Yes
1151,Third,"Risien, Mr. Samuel Beard",Male,?,0,0,364498,14.5,?,Southampton,?,No
1152,Third,"Risien, Mrs. Samuel (Emma)",Female,?,0,0,364498,14.5,?,Southampton,?,No
1153,Third,"Robins, Mr. Alexander A",Male,50,1,0,A/5. 3337,14.5,?,Southampton,?,No
1154,Third,"Robins, Mrs. Alexander A (Grace Charity Laury)",Female,47,1,0,A/5. 3337,14.5,?,Southampton,?,No
1155,Third,"Rogers, Mr. William John",Male,?,0,0,S.C./A.4. 23567,8.05,?,Southampton,?,No
1156,Third,"Rommetvedt, Mr. Knud Paust",Male,?,0,0,312993,7.775,?,Southampton,?,No
1157,Third,"Rosblom, Miss. Salli Helena",Female,2,1,1,370129,20.2125,?,Southampton,?,No
1158,Third,"Rosblom, Mr. Viktor Richard",Male,18,1,1,370129,20.2125,?,Southampton,?,No
1159,Third,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",Female,41,0,2,370129,20.2125,?,Southampton,?,No
1160,Third,"Roth, Miss. Sarah A",Female,?,0,0,342712,8.05,?,Southampton,C,Yes
1161,Third,"Rouse, Mr. Richard Henry",Male,50,0,0,A/5 3594,8.05,?,Southampton,?,No
1162,Third,"Rush, Mr. Alfred George John",Male,16,0,0,A/4. 20589,8.05,?,Southampton,?,No
1163,Third,"Ryan, Mr. Edward",Male,?,0,0,383162,7.75,?,Queenstown,14,Yes
1164,Third,"Ryan, Mr. Patrick",Male,?,0,0,371110,24.15,?,Queenstown,?,No
1165,Third,"Saad, Mr. Amin",Male,?,0,0,2671,7.2292,?,Cherbourg,?,No
1166,Third,"Saad, Mr. Khalil",Male,25,0,0,2672,7.225,?,Cherbourg,?,No
1167,Third,"Saade, Mr. Jean Nassr",Male,?,0,0,2676,7.225,?,Cherbourg,?,No
1168,Third,"Sadlier, Mr. Matthew",Male,?,0,0,367655,7.7292,?,Queenstown,?,No
1169,Third,"Sadowitz, Mr. Harry",Male,?,0,0,LP 1588,7.575,?,Southampton,?,No
1170,Third,"Saether, Mr. Simon Sivertsen",Male,38.5,0,0,SOTON/O.Q. 3101262,7.25,?,Southampton,?,No
1171,Third,"Sage, Master. Thomas Henry",Male,?,8,2,CA. 2343,69.55,?,Southampton,?,No
1172,Third,"Sage, Master. William Henry",Male,14.5,8,2,CA. 2343,69.55,?,Southampton,?,No
1173,Third,"Sage, Miss. Ada",Female,?,8,2,CA. 2343,69.55,?,Southampton,?,No
1174,Third,"Sage, Miss. Constance Gladys",Female,?,8,2,CA. 2343,69.55,?,Southampton,?,No
1175,Third,"Sage, Miss. Dorothy Edith ""Dolly""",Female,?,8,2,CA. 2343,69.55,?,Southampton,?,No
1176,Third,"Sage, Miss. Stella Anna",Female,?,8,2,CA. 2343,69.55,?,Southampton,?,No
1177,Third,"Sage, Mr. Douglas Bullen",Male,?,8,2,CA. 2343,69.55,?,Southampton,?,No
1178,Third,"Sage, Mr. Frederick",Male,?,8,2,CA. 2343,69.55,?,Southampton,?,No
1179,Third,"Sage, Mr. George John Jr",Male,?,8,2,CA. 2343,69.55,?,Southampton,?,No
1180,Third,"Sage, Mr. John George",Male,?,1,9,CA. 2343,69.55,?,Southampton,?,No
1181,Third,"Sage, Mrs. John (Annie Bullen)",Female,?,1,9,CA. 2343,69.55,?,Southampton,?,No
1182,Third,"Salander, Mr. Karl Johan",Male,24,0,0,7266,9.325,?,Southampton,?,No
1183,Third,"Salkjelsvik, Miss. Anna Kristine",Female,21,0,0,343120,7.65,?,Southampton,C,Yes
1184,Third,"Salonen, Mr. Johan Werner",Male,39,0,0,3101296,7.925,?,Southampton,?,No
1185,Third,"Samaan, Mr. Elias",Male,?,2,0,2662,21.6792,?,Cherbourg,?,No
1186,Third,"Samaan, Mr. Hanna",Male,?,2,0,2662,21.6792,?,Cherbourg,?,No
1187,Third,"Samaan, Mr. Youssef",Male,?,2,0,2662,21.6792,?,Cherbourg,?,No
1188,Third,"Sandstrom, Miss. Beatrice Irene",Female,1,1,1,PP 9549,16.7,G6,Southampton,13,Yes
1189,Third,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",Female,24,0,2,PP 9549,16.7,G6,Southampton,13,Yes
1190,Third,"Sandstrom, Miss. Marguerite Rut",Female,4,1,1,PP 9549,16.7,G6,Southampton,13,Yes
1191,Third,"Sap, Mr. Julius",Male,25,0,0,345768,9.5,?,Southampton,11,Yes
1192,Third,"Saundercock, Mr. William Henry",Male,20,0,0,A/5. 2151,8.05,?,Southampton,?,No
1193,Third,"Sawyer, Mr. Frederick Charles",Male,24.5,0,0,342826,8.05,?,Southampton,?,No
1194,Third,"Scanlan, Mr. James",Male,?,0,0,36209,7.725,?,Queenstown,?,No
1195,Third,"Sdycoff, Mr. Todor",Male,?,0,0,349222,7.8958,?,Southampton,?,No
1196,Third,"Shaughnessy, Mr. Patrick",Male,?,0,0,370374,7.75,?,Queenstown,?,No
1197,Third,"Sheerlinck, Mr. Jan Baptist",Male,29,0,0,345779,9.5,?,Southampton,11,Yes
1198,Third,"Shellard, Mr. Frederick William",Male,?,0,0,C.A. 6212,15.1,?,Southampton,?,No
1199,Third,"Shine, Miss. Ellen Natalia",Female,?,0,0,330968,7.7792,?,Queenstown,?,Yes
1200,Third,"Shorney, Mr. Charles Joseph",Male,?,0,0,374910,8.05,?,Southampton,?,No
1201,Third,"Simmons, Mr. John",Male,?,0,0,SOTON/OQ 392082,8.05,?,Southampton,?,No
1202,Third,"Sirayanian, Mr. Orsen",Male,22,0,0,2669,7.2292,?,Cherbourg,?,No
1203,Third,"Sirota, Mr. Maurice",Male,?,0,0,392092,8.05,?,Southampton,?,No
1204,Third,"Sivic, Mr. Husein",Male,40,0,0,349251,7.8958,?,Southampton,?,No
1205,Third,"Sivola, Mr. Antti Wilhelm",Male,21,0,0,STON/O 2. 3101280,7.925,?,Southampton,?,No
1206,Third,"Sjoblom, Miss. Anna Sofia",Female,18,0,0,3101265,7.4958,?,Southampton,16,Yes
1207,Third,"Skoog, Master. Harald",Male,4,3,2,347088,27.9,?,Southampton,?,No
1208,Third,"Skoog, Master. Karl Thorsten",Male,10,3,2,347088,27.9,?,Southampton,?,No
1209,Third,"Skoog, Miss. Mabel",Female,9,3,2,347088,27.9,?,Southampton,?,No
1210,Third,"Skoog, Miss. Margit Elizabeth",Female,2,3,2,347088,27.9,?,Southampton,?,No
1211,Third,"Skoog, Mr. Wilhelm",Male,40,1,4,347088,27.9,?,Southampton,?,No
1212,Third,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",Female,45,1,4,347088,27.9,?,Southampton,?,No
1213,Third,"Slabenoff, Mr. Petco",Male,?,0,0,349214,7.8958,?,Southampton,?,No
1214,Third,"Slocovski, Mr. Selman Francis",Male,?,0,0,SOTON/OQ 392086,8.05,?,Southampton,?,No
1215,Third,"Smiljanic, Mr. Mile",Male,?,0,0,315037,8.6625,?,Southampton,?,No
1216,Third,"Smith, Mr. Thomas",Male,?,0,0,384461,7.75,?,Queenstown,?,No
1217,Third,"Smyth, Miss. Julia",Female,?,0,0,335432,7.7333,?,Queenstown,13,Yes
1218,Third,"Soholt, Mr. Peter Andreas Lauritz Andersen",Male,19,0,0,348124,7.65,F G73,Southampton,?,No
1219,Third,"Somerton, Mr. Francis William",Male,30,0,0,A.5. 18509,8.05,?,Southampton,?,No
1220,Third,"Spector, Mr. Woolf",Male,?,0,0,A.5. 3236,8.05,?,Southampton,?,No
1221,Third,"Spinner, Mr. Henry John",Male,32,0,0,STON/OQ. 369943,8.05,?,Southampton,?,No
1222,Third,"Staneff, Mr. Ivan",Male,?,0,0,349208,7.8958,?,Southampton,?,No
1223,Third,"Stankovic, Mr. Ivan",Male,33,0,0,349239,8.6625,?,Cherbourg,?,No
1224,Third,"Stanley, Miss. Amy Zillah Elsie",Female,23,0,0,CA. 2314,7.55,?,Southampton,C,Yes
1225,Third,"Stanley, Mr. Edward Roland",Male,21,0,0,A/4 45380,8.05,?,Southampton,?,No
1226,Third,"Storey, Mr. Thomas",Male,60.5,0,0,3701,?,?,Southampton,?,No
1227,Third,"Stoytcheff, Mr. Ilia",Male,19,0,0,349205,7.8958,?,Southampton,?,No
1228,Third,"Strandberg, Miss. Ida Sofia",Female,22,0,0,7553,9.8375,?,Southampton,?,No
1229,Third,"Stranden, Mr. Juho",Male,31,0,0,STON/O 2. 3101288,7.925,?,Southampton,9,Yes
1230,Third,"Strilic, Mr. Ivan",Male,27,0,0,315083,8.6625,?,Southampton,?,No
1231,Third,"Strom, Miss. Telma Matilda",Female,2,0,1,347054,10.4625,G6,Southampton,?,No
1232,Third,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",Female,29,1,1,347054,10.4625,G6,Southampton,?,No
1233,Third,"Sunderland, Mr. Victor Francis",Male,16,0,0,SOTON/OQ 392089,8.05,?,Southampton,B,Yes
1234,Third,"Sundman, Mr. Johan Julian",Male,44,0,0,STON/O 2. 3101269,7.925,?,Southampton,15,Yes
1235,Third,"Sutehall, Mr. Henry Jr",Male,25,0,0,SOTON/OQ 392076,7.05,?,Southampton,?,No
1236,Third,"Svensson, Mr. Johan",Male,74,0,0,347060,7.775,?,Southampton,?,No
1237,Third,"Svensson, Mr. Johan Cervin",Male,14,0,0,7538,9.225,?,Southampton,13,Yes
1238,Third,"Svensson, Mr. Olof",Male,24,0,0,350035,7.7958,?,Southampton,?,No
1239,Third,"Tenglin, Mr. Gunnar Isidor",Male,25,0,0,350033,7.7958,?,Southampton,13 15,Yes
1240,Third,"Theobald, Mr. Thomas Leonard",Male,34,0,0,363294,8.05,?,Southampton,?,No
1241,Third,"Thomas, Master. Assad Alexander",Male,0.4167,0,1,2625,8.5167,?,Cherbourg,16,Yes
1242,Third,"Thomas, Mr. Charles P",Male,?,1,0,2621,6.4375,?,Cherbourg,?,No
1243,Third,"Thomas, Mr. John",Male,?,0,0,2681,6.4375,?,Cherbourg,?,No
1244,Third,"Thomas, Mr. Tannous",Male,?,0,0,2684,7.225,?,Cherbourg,?,No
1245,Third,"Thomas, Mrs. Alexander (Thamine ""Thelma"")",Female,16,1,1,2625,8.5167,?,Cherbourg,14,Yes
1246,Third,"Thomson, Mr. Alexander Morrison",Male,?,0,0,32302,8.05,?,Southampton,?,No
1247,Third,"Thorneycroft, Mr. Percival",Male,?,1,0,376564,16.1,?,Southampton,?,No
1248,Third,"Thorneycroft, Mrs. Percival (Florence Kate White)",Female,?,1,0,376564,16.1,?,Southampton,10,Yes
1249,Third,"Tikkanen, Mr. Juho",Male,32,0,0,STON/O 2. 3101293,7.925,?,Southampton,?,No
1250,Third,"Tobin, Mr. Roger",Male,?,0,0,383121,7.75,F38,Queenstown,?,No
1251,Third,"Todoroff, Mr. Lalio",Male,?,0,0,349216,7.8958,?,Southampton,?,No
1252,Third,"Tomlin, Mr. Ernest Portage",Male,30.5,0,0,364499,8.05,?,Southampton,?,No
1253,Third,"Torber, Mr. Ernst William",Male,44,0,0,364511,8.05,?,Southampton,?,No
1254,Third,"Torfa, Mr. Assad",Male,?,0,0,2673,7.2292,?,Cherbourg,?,No
1255,Third,"Tornquist, Mr. William Henry",Male,25,0,0,LINE,0,?,Southampton,15,Yes
1256,Third,"Toufik, Mr. Nakli",Male,?,0,0,2641,7.2292,?,Cherbourg,?,No
1257,Third,"Touma, Master. Georges Youssef",Male,7,1,1,2650,15.2458,?,Cherbourg,C,Yes
1258,Third,"Touma, Miss. Maria Youssef",Female,9,1,1,2650,15.2458,?,Cherbourg,C,Yes
1259,Third,"Touma, Mrs. Darwis (Hanne Youssef Razi)",Female,29,0,2,2650,15.2458,?,Cherbourg,C,Yes
1260,Third,"Turcin, Mr. Stjepan",Male,36,0,0,349247,7.8958,?,Southampton,?,No
1261,Third,"Turja, Miss. Anna Sofia",Female,18,0,0,4138,9.8417,?,Southampton,15,Yes
1262,Third,"Turkula, Mrs. (Hedwig)",Female,63,0,0,4134,9.5875,?,Southampton,15,Yes
1263,Third,"van Billiard, Master. James William",Male,?,1,1,A/5. 851,14.5,?,Southampton,?,No
1264,Third,"van Billiard, Master. Walter John",Male,11.5,1,1,A/5. 851,14.5,?,Southampton,?,No
1265,Third,"van Billiard, Mr. Austin Blyler",Male,40.5,0,2,A/5. 851,14.5,?,Southampton,?,No
1266,Third,"Van Impe, Miss. Catharina",Female,10,0,2,345773,24.15,?,Southampton,?,No
1267,Third,"Van Impe, Mr. Jean Baptiste",Male,36,1,1,345773,24.15,?,Southampton,?,No
1268,Third,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",Female,30,1,1,345773,24.15,?,Southampton,?,No
1269,Third,"van Melkebeke, Mr. Philemon",Male,?,0,0,345777,9.5,?,Southampton,?,No
1270,Third,"Vande Velde, Mr. Johannes Joseph",Male,33,0,0,345780,9.5,?,Southampton,?,No
1271,Third,"Vande Walle, Mr. Nestor Cyriel",Male,28,0,0,345770,9.5,?,Southampton,?,No
1272,Third,"Vanden Steen, Mr. Leo Peter",Male,28,0,0,345783,9.5,?,Southampton,?,No
1273,Third,"Vander Cruyssen, Mr. Victor",Male,47,0,0,345765,9,?,Southampton,?,No
1274,Third,"Vander Planke, Miss. Augusta Maria",Female,18,2,0,345764,18,?,Southampton,?,No
1275,Third,"Vander Planke, Mr. Julius",Male,31,3,0,345763,18,?,Southampton,?,No
1276,Third,"Vander Planke, Mr. Leo Edmondus",Male,16,2,0,345764,18,?,Southampton,?,No
1277,Third,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",Female,31,1,0,345763,18,?,Southampton,?,No
1278,Third,"Vartanian, Mr. David",Male,22,0,0,2658,7.225,?,Cherbourg,13 15,Yes
1279,Third,"Vendel, Mr. Olof Edvin",Male,20,0,0,350416,7.8542,?,Southampton,?,No
1280,Third,"Vestrom, Miss. Hulda Amanda Adolfina",Female,14,0,0,350406,7.8542,?,Southampton,?,No
1281,Third,"Vovk, Mr. Janko",Male,22,0,0,349252,7.8958,?,Southampton,?,No
1282,Third,"Waelens, Mr. Achille",Male,22,0,0,345767,9,?,Southampton,?,No
1283,Third,"Ware, Mr. Frederick",Male,?,0,0,359309,8.05,?,Southampton,?,No
1284,Third,"Warren, Mr. Charles William",Male,?,0,0,C.A. 49867,7.55,?,Southampton,?,No
1285,Third,"Webber, Mr. James",Male,?,0,0,SOTON/OQ 3101316,8.05,?,Southampton,?,No
1286,Third,"Wenzel, Mr. Linhart",Male,32.5,0,0,345775,9.5,?,Southampton,?,No
